case_id,damage_present,notch_x,notch_depth,notch_width,length,density,youngs_modulus
0030,y,1.6946858846942345,0.0001,0.0007,3.0,2700,70000000000.0
0031,y,1.7359128729336133,0.0007,0.0011,3.0,2700,70000000000.0
0032,y,1.693064661130392,0.0007,0.0012,3.0,2700,70000000000.0
0033,y,1.8355,0.0003,0.0007,3.0,2700,70000000000.0
0034,y,1.8114548714202265,0.0006,0.0002,3.0,2700,70000000000.0
0035,y,1.7910291555951359,0.0009,0.001,3.0,2700,70000000000.0
0036,y,1.7975596653398138,0.0005,0.0011,3.0,2700,70000000000.0
0037,y,1.7751215798287285,0.0003,0.0002,3.0,2700,70000000000.0
0038,y,1.6966062461864997,0.0003,0.0002,3.0,2700,70000000000.0
0039,y,1.714181606719371,0.0006,0.0002,3.0,2700,70000000000.0
0040,y,1.6720751314435023,0.0005,0.0005,3.0,2700,70000000000.0
0041,y,1.7582465787322976,0.0001,0.0007,3.0,2700,70000000000.0
0042,y,1.7781608254563563,0.0007,0.0002,3.0,2700,70000000000.0
0043,y,1.7570025202640998,0.0001,0.0001,3.0,2700,70000000000.0
0044,y,1.8332214513722995,0.0009,0.0011,3.0,2700,70000000000.0
0045,y,1.695624528890913,0.0002,0.0004,3.0,2700,70000000000.0
0046,y,1.7335541834138446,0.0003,0.0012,3.0,2700,70000000000.0
0047,y,1.771082487399933,0.001,0.0012,3.0,2700,70000000000.0
0048,y,1.759228691310178,0.0009,0.0002,3.0,2700,70000000000.0
0049,y,1.6545,0.0001,0.0011,3.0,2700,70000000000.0
0050,y,1.659002373538208,0.0007,0.0003,3.0,2700,70000000000.0
0051,y,1.8349600577295795,0.0002,0.0005,3.0,2700,70000000000.0
0052,y,1.6915735515106085,0.0007,0.0001,3.0,2700,70000000000.0
0053,y,1.77558567614045,0.0002,0.0012,3.0,2700,70000000000.0
0054,y,1.6582294583587642,0.0008,0.0009,3.0,2700,70000000000.0
0055,y,1.6568222488640958,0.001,0.0006,3.0,2700,70000000000.0
0056,y,1.717898944811948,0.0008,0.0009,3.0,2700,70000000000.0
0057,y,1.8355,0.0004,0.0009,3.0,2700,70000000000.0
0058,y,1.6564227656451787,0.0009,0.0004,3.0,2700,70000000000.0
0059,y,1.7786586231823198,0.001,0.0006,3.0,2700,70000000000.0
0060,y,1.8329966800885917,0.0008,0.0001,3.0,2700,70000000000.0
0061,y,1.8353942496364313,0.0008,0.0003,3.0,2700,70000000000.0
0062,y,1.6718232055293072,0.0002,0.0008,3.0,2700,70000000000.0
0063,y,1.8202655689688552,0.0002,0.0002,3.0,2700,70000000000.0
0064,y,1.6589405933968662,0.0006,0.0006,3.0,2700,70000000000.0
0065,y,1.7102276014470186,0.0009,0.0004,3.0,2700,70000000000.0
0066,y,1.7370001961696013,0.0003,0.0007,3.0,2700,70000000000.0
0067,y,1.8196413720630453,0.0001,0.0006,3.0,2700,70000000000.0
0068,y,1.6545,0.001,0.0001,3.0,2700,70000000000.0
0069,y,1.816068341194415,0.001,0.001,3.0,2700,70000000000.0
0070,y,1.8355,0.0005,0.0011,3.0,2700,70000000000.0
0071,y,1.6699505708969693,0.0002,0.0002,3.0,2700,70000000000.0
0072,y,1.8173630915613572,0.0008,0.0009,3.0,2700,70000000000.0
0073,y,1.7932512678515033,0.0006,0.0005,3.0,2700,70000000000.0
0074,y,1.6587439619537654,0.0005,0.0002,3.0,2700,70000000000.0
0075,y,1.699432804673876,0.0007,0.0005,3.0,2700,70000000000.0
0076,y,1.779609331557801,0.001,0.0004,3.0,2700,70000000000.0
0077,y,1.674353253277686,0.0008,0.0007,3.0,2700,70000000000.0
0078,y,1.7586759820654487,0.0001,0.0003,3.0,2700,70000000000.0
0079,y,1.7987232717631285,0.0004,0.0009,3.0,2700,70000000000.0
0080,y,1.6728021158435438,0.0006,0.0002,3.0,2700,70000000000.0
0081,y,1.677900265852618,0.0003,0.0006,3.0,2700,70000000000.0
0082,y,1.7906478541249327,0.0006,0.0007,3.0,2700,70000000000.0
0083,y,1.8355,0.0001,0.0008,3.0,2700,70000000000.0
0084,y,1.7523556439284327,0.0009,0.0005,3.0,2700,70000000000.0
0085,y,1.7512612244133283,0.001,0.0008,3.0,2700,70000000000.0
0086,y,1.831269532016292,0.0003,0.0003,3.0,2700,70000000000.0
0087,y,1.777129554425448,0.0002,0.0008,3.0,2700,70000000000.0
0088,y,1.7333431940821251,0.0008,0.0002,3.0,2700,70000000000.0
0089,y,1.7975254454930654,0.0004,0.0006,3.0,2700,70000000000.0
0090,y,1.8110424522968782,0.001,0.0005,3.0,2700,70000000000.0
0091,y,1.6928751256005283,0.001,0.0008,3.0,2700,70000000000.0
0092,y,1.6951171351459755,0.0009,0.0012,3.0,2700,70000000000.0
0093,y,1.6574072316483897,0.0001,0.0008,3.0,2700,70000000000.0
0094,y,1.713020858362654,0.0001,0.0004,3.0,2700,70000000000.0
0095,y,1.8166478026532589,0.0005,0.0008,3.0,2700,70000000000.0
0096,y,1.6985819997045841,0.0001,0.0009,3.0,2700,70000000000.0
0097,y,1.7361030763262675,0.0006,0.0009,3.0,2700,70000000000.0
0098,y,1.6719407058586475,0.0007,0.0009,3.0,2700,70000000000.0
0099,y,1.810632896704454,0.0008,0.0012,3.0,2700,70000000000.0
0100,y,1.7386454331834538,0.0001,0.001,3.0,2700,70000000000.0
0101,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0102,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0103,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0104,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0105,n,0.0,0.0,0.0,3.0,2700,70000000000.0
