case_id,damage_present,notch_x,notch_depth,notch_width,length,density,youngs_modulus
0039,y,1.68057186965991,0.0007,0.0012,3.0,2700,70000000000.0
0040,y,1.806024881861935,0.0007,0.001,3.0,2700,70000000000.0
0041,y,1.73326603770122,0.0008,0.0008,3.0,2700,70000000000.0
0042,y,1.7279985079707056,0.0009,0.0012,3.0,2700,70000000000.0
0043,y,1.6597961148877616,0.0007,0.0009,3.0,2700,70000000000.0
0044,y,1.7571869882133482,0.001,0.0009,3.0,2700,70000000000.0
0045,y,1.7082701076093822,0.0007,0.001,3.0,2700,70000000000.0
0046,y,1.6587969765234258,0.0009,0.001,3.0,2700,70000000000.0
0047,y,1.8195285722166967,0.001,0.0007,3.0,2700,70000000000.0
0048,y,1.6844129849335254,0.001,0.0007,3.0,2700,70000000000.0
0049,y,1.7439514480071403,0.0009,0.0011,3.0,2700,70000000000.0
0050,y,1.7146946155058334,0.0008,0.001,3.0,2700,70000000000.0
0051,y,1.6545,0.001,0.0002,3.0,2700,70000000000.0
0052,y,1.7917940110375312,0.0005,0.0003,3.0,2700,70000000000.0
0053,y,1.7406302645244196,0.001,0.0006,3.0,2700,70000000000.0
0054,y,1.800469138393746,0.0005,0.0004,3.0,2700,70000000000.0
0055,y,1.8013556498413401,0.0002,0.0012,3.0,2700,70000000000.0
0056,y,1.7003116136970873,0.0003,0.0009,3.0,2700,70000000000.0
0057,y,1.7268110455610661,0.0002,0.0005,3.0,2700,70000000000.0
0058,y,1.6545,0.0003,0.0011,3.0,2700,70000000000.0
0059,y,1.67282370946521,0.0002,0.001,3.0,2700,70000000000.0
0060,y,1.7624696213434354,0.0007,0.0004,3.0,2700,70000000000.0
0061,y,1.8105283584641423,0.001,0.0004,3.0,2700,70000000000.0
0062,y,1.7924642581474173,0.0001,0.0009,3.0,2700,70000000000.0
0063,y,1.7498706309205125,0.001,0.0003,3.0,2700,70000000000.0
0064,y,1.7489372679262245,0.0009,0.0006,3.0,2700,70000000000.0
0065,y,1.7946158149468125,0.0003,0.0002,3.0,2700,70000000000.0
0066,y,1.707856548410179,0.0001,0.0007,3.0,2700,70000000000.0
0067,y,1.7671919411877206,0.0002,0.0011,3.0,2700,70000000000.0
0068,y,1.8355,0.0005,0.0002,3.0,2700,70000000000.0
0069,y,1.8337320293202075,0.0009,0.0008,3.0,2700,70000000000.0
0070,y,1.8071089588490126,0.0004,0.0002,3.0,2700,70000000000.0
0071,y,1.7232144001152676,0.0005,0.0007,3.0,2700,70000000000.0
0072,y,1.6912415591816876,0.0003,0.0007,3.0,2700,70000000000.0
0073,y,1.7259020313535254,0.001,0.0001,3.0,2700,70000000000.0
0074,y,1.8210718413704736,0.0004,0.0008,3.0,2700,70000000000.0
0075,y,1.6615441387477272,0.0007,0.0002,3.0,2700,70000000000.0
0076,y,1.6735251166378713,0.0003,0.0002,3.0,2700,70000000000.0
0077,y,1.757298256782378,0.0001,0.0004,3.0,2700,70000000000.0
0078,y,1.6809273523121957,0.0001,0.0003,3.0,2700,70000000000.0
0079,y,1.7356057115788086,0.0001,0.0009,3.0,2700,70000000000.0
0080,y,1.7889640643924305,0.0004,0.0009,3.0,2700,70000000000.0
0081,y,1.7021583691796571,0.0001,0.001,3.0,2700,70000000000.0
0082,y,1.8024358401440788,0.0007,0.0006,3.0,2700,70000000000.0
0083,y,1.833286464642366,0.0006,0.0012,3.0,2700,70000000000.0
0084,y,1.791951079912298,0.0003,0.0008,3.0,2700,70000000000.0
0085,y,1.7566850925908801,0.0004,0.0009,3.0,2700,70000000000.0
0086,y,1.8319489487209122,0.0005,0.001,3.0,2700,70000000000.0
0087,y,1.6829734749711966,0.0003,0.0012,3.0,2700,70000000000.0
0088,y,1.8355,0.0008,0.0007,3.0,2700,70000000000.0
0089,y,1.7281310790309043,0.0002,0.0001,3.0,2700,70000000000.0
0090,y,1.6848003028424798,0.0008,0.0003,3.0,2700,70000000000.0
0091,y,1.752379354048024,0.0001,0.0003,3.0,2700,70000000000.0
0092,y,1.7661921649136083,0.0004,0.0002,3.0,2700,70000000000.0
0093,y,1.7425190055913817,0.0001,0.0004,3.0,2700,70000000000.0
0094,y,1.67223046290614,0.0004,0.0011,3.0,2700,70000000000.0
0095,y,1.7320335846217252,0.0007,0.0003,3.0,2700,70000000000.0
0096,y,1.6748879286865566,0.0001,0.0012,3.0,2700,70000000000.0
0097,y,1.6929630099986424,0.0004,0.0011,3.0,2700,70000000000.0
0098,y,1.6980344766479127,0.0007,0.0005,3.0,2700,70000000000.0
0099,y,1.7721688144295766,0.0005,0.0009,3.0,2700,70000000000.0
0100,y,1.776549905912875,0.0009,0.0004,3.0,2700,70000000000.0
0101,y,1.675,0.0008,0.0011,3.0,2700,70000000000.0
0102,y,1.73,0.0008,0.0008,3.0,2700,70000000000.0
0103,y,1.775,0.0007,0.0002,3.0,2700,70000000000.0
0104,y,1.7,0.0009,0.0011,3.0,2700,70000000000.0
0105,y,1.74,0.0008,0.0007,3.0,2700,70000000000.0
0106,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0107,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0108,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0109,n,0.0,0.0,0.0,3.0,2700,70000000000.0
0110,n,0.0,0.0,0.0,3.0,2700,70000000000.0
